# Time	Population
138.0100	0.0000	87.8304	12.1696
139.0100	0.0000	87.7426	12.2574
140.0100	0.0000	87.6549	12.3451
141.0100	0.0000	87.5673	12.4327
142.0100	0.0000	87.4797	12.5203
143.0100	0.0000	87.3923	12.6077
144.0100	0.0000	87.3050	12.6950
145.0100	0.0000	87.2177	12.7823
146.0100	0.0000	87.1305	12.8695
147.0100	0.0000	87.0434	12.9566
148.0100	0.0000	86.9564	13.0436
149.0100	0.0000	86.8695	13.1305
150.0100	0.0000	86.7827	13.2173
151.0100	0.0000	86.6960	13.3040
152.0100	0.0000	86.6093	13.3907
153.0100	0.0000	86.5227	13.4773
154.0100	0.0000	86.4363	13.5637
155.0100	0.0000	86.3499	13.6501
156.0100	0.0000	86.2636	13.7364
157.0100	0.0000	86.1773	13.8227
158.0100	0.0000	86.0912	13.9088
159.0100	0.0000	86.0052	13.9948
160.0100	0.0000	85.9192	14.0808
161.0100	0.0000	85.8333	14.1667
162.0100	0.0000	85.7475	14.2525
163.0100	0.0000	85.6618	14.3382
164.0100	0.0000	85.5762	14.4238
165.0100	0.0000	85.4907	14.5093
166.0100	0.0000	85.4052	14.5948
167.0100	0.0000	85.3199	14.6801
168.0100	0.0000	85.2346	14.7654
169.0100	0.0000	85.1494	14.8506
170.0100	0.0000	85.0643	14.9357
171.0100	0.0000	84.9793	15.0207
172.0100	0.0000	84.8943	15.1057
173.0100	0.0000	84.8095	15.1905
174.0100	0.0000	84.7247	15.2753
175.0100	0.0000	84.6400	15.3600
176.0100	0.0000	84.5554	15.4446
177.0100	0.0000	84.4709	15.5291
178.0100	0.0000	84.3865	15.6135
179.0100	0.0000	84.3021	15.6979
180.0100	0.0000	84.2179	15.7821
181.0100	0.0000	84.1337	15.8663
182.0100	0.0000	84.0496	15.9504
183.0100	0.0000	83.9656	16.0344
184.0100	0.0000	83.8817	16.1183
185.0100	0.0000	83.7978	16.2022
186.0100	0.0000	83.7141	16.2859
187.0100	0.0000	83.6304	16.3696
188.0100	0.0000	83.5468	16.4532
189.0100	0.0000	83.4633	16.5367
190.0100	0.0000	83.3799	16.6201
191.0100	0.0000	83.2966	16.7034
192.0100	0.0000	83.2133	16.7867
193.0100	0.0000	83.1301	16.8699
194.0100	0.0000	83.0470	16.9530
195.0100	0.0000	82.9640	17.0360
196.0100	0.0000	82.8811	17.1189
197.0100	0.0000	82.7983	17.2017
198.0100	0.0000	82.7155	17.2845
199.0100	0.0000	82.6328	17.3672
